Timestamp,Host,Process,PID,Message
2025-06-09T15:14:38.620878+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-09T15:15:01.758733+05:30,zero,CRON,99329,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:15:01.763952+05:30,zero,CRON,99329,pam_unix(cron:session): session closed for user root
2025-06-09T15:17:01.775540+05:30,zero,CRON,99474,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:17:01.782231+05:30,zero,CRON,99474,pam_unix(cron:session): session closed for user root
2025-06-09T15:25:01.796225+05:30,zero,CRON,99934,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:25:01.802957+05:30,zero,CRON,99934,pam_unix(cron:session): session closed for user root
2025-06-09T15:30:01.815204+05:30,zero,CRON,100233,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:30:01.819493+05:30,zero,CRON,100233,pam_unix(cron:session): session closed for user root
2025-06-09T15:35:01.840457+05:30,zero,CRON,100465,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:35:01.844774+05:30,zero,CRON,100465,pam_unix(cron:session): session closed for user root
2025-06-09T15:45:01.853639+05:30,zero,CRON,100902,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:45:01.858263+05:30,zero,CRON,100902,pam_unix(cron:session): session closed for user root
2025-06-09T15:55:01.881320+05:30,zero,CRON,101771,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T15:55:01.886470+05:30,zero,CRON,101771,pam_unix(cron:session): session closed for user root
2025-06-09T16:00:01.896221+05:30,zero,CRON,101883,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T16:00:02.130976+05:30,zero,CRON,101883,pam_unix(cron:session): session closed for user root
2025-06-09T16:05:01.139101+05:30,zero,CRON,102011,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T16:05:01.143372+05:30,zero,CRON,102011,pam_unix(cron:session): session closed for user root
2025-06-09T16:08:42.856639+05:30,zero,systemd-logind,1125,Lid closed.
2025-06-09T16:08:42.861774+05:30,zero,systemd-logind,1125,Suspending...
2025-06-09T16:20:49.902742+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""method_return"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""(unset)"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T16:20:49.948946+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T16:20:49.950244+05:30,zero,dbus-daemon,1099,"message repeated 18 times: [ [system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")]"
2025-06-09T16:20:49.984934+05:30,zero,systemd-logind,1125,Operation 'suspend' finished.
2025-06-09T16:21:18.260396+05:30,zero,systemd-logind,1125,Suspending...
2025-06-09T19:12:21.756235+05:30,zero,systemd-logind,1125,Lid opened.
2025-06-09T19:12:21.758289+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:12:21.759629+05:30,zero,dbus-daemon,1099,"message repeated 18 times: [ [system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")]"
2025-06-09T19:12:22.127148+05:30,zero,systemd-logind,1125,Operation 'suspend' finished.
2025-06-09T19:13:03.170877+05:30,zero,CRON,103132,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:13:03.176528+05:30,zero,CRON,103132,pam_unix(cron:session): session closed for user root
2025-06-09T19:13:03.186319+05:30,zero,CRON,103134,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:13:03.191823+05:30,zero,CRON,103134,pam_unix(cron:session): session closed for user root
2025-06-09T19:13:03.203402+05:30,zero,CRON,103136,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:13:03.207422+05:30,zero,CRON,103136,pam_unix(cron:session): session closed for user root
2025-06-09T19:15:01.217375+05:30,zero,CRON,103293,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:15:01.221842+05:30,zero,CRON,103293,pam_unix(cron:session): session closed for user root
2025-06-09T19:17:01.232785+05:30,zero,CRON,103566,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:17:01.238433+05:30,zero,CRON,103566,pam_unix(cron:session): session closed for user root
2025-06-09T19:18:51.065451+05:30,zero,systemd-logind,1125,Watching system buttons on /dev/input/event14 (Soundcore Life Q10 (AVRCP))
2025-06-09T19:25:01.266464+05:30,zero,CRON,104520,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:25:01.273448+05:30,zero,CRON,104520,pam_unix(cron:session): session closed for user root
2025-06-09T19:30:01.950971+05:30,zero,CRON,104664,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:30:01.954491+05:30,zero,CRON,104664,pam_unix(cron:session): session closed for user root
2025-06-09T19:35:01.966484+05:30,zero,CRON,104831,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:35:01.972050+05:30,zero,CRON,104831,pam_unix(cron:session): session closed for user root
2025-06-09T19:45:01.998366+05:30,zero,CRON,105078,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-09T19:45:02.008146+05:30,zero,CRON,105078,pam_unix(cron:session): session closed for user root
2025-06-09T19:49:08.584714+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""method_return"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""(unset)"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.197330+05:30,zero,systemd-logind,1125,System is rebooting (now).
2025-06-09T19:53:52.376134+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.376355+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.378858+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.379010+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.379988+05:30,zero,dbus-daemon,1099,"message repeated 15 times: [ [system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")]"
2025-06-09T19:53:52.403509+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.Profile1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.406804+05:30,zero,dbus-daemon,1099,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2051 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.Profile1.Error.NotImplemented"" requested_reply=""0"" destination="":1.3"" (uid=0 pid=1097 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-09T19:53:52.459474+05:30,zero,lightdm,-,pam_unix(lightdm:session): session closed for user zero
2025-06-09T19:53:52.494645+05:30,zero,lightdm,-,pam_kwallet5(lightdm:session): pam_kwallet5: pam_sm_close_session
2025-06-09T19:53:52.501595+05:30,zero,lightdm,-,pam_kwallet5(lightdm:setcred): pam_kwallet5: pam_sm_setcred
2025-06-09T19:53:59.722510+05:30,zero,systemd-logind,1105,New seat seat0.
2025-06-09T19:53:59.722528+05:30,zero,systemd-logind,1105,Watching system buttons on /dev/input/event0 (Power Button)
2025-06-09T19:53:59.724408+05:30,zero,systemd-logind,1105,Watching system buttons on /dev/input/event1 (Lid Switch)
2025-06-09T19:53:59.824060+05:30,zero,polkitd,1204,Loading rules from directory /etc/polkit-1/rules.d
2025-06-09T19:53:59.824404+05:30,zero,polkitd,1204,Loading rules from directory /usr/share/polkit-1/rules.d
2025-06-09T19:53:59.835207+05:30,zero,polkitd,1204,"Finished loading, compiling and executing 14 rules"
2025-06-09T19:53:59.836224+05:30,zero,polkitd,1204,Acquired the name org.freedesktop.PolicyKit1 on the system bus
2025-06-09T19:54:00.966193+05:30,zero,sshd,1332,Server listening on :: port 22.
2025-06-09T19:54:02.680764+05:30,zero,lightdm,-,pam_kwallet5(lightdm-greeter:setcred): pam_kwallet5: pam_sm_setcred
2025-06-09T19:54:02.683548+05:30,zero,lightdm,-,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2025-06-09T19:54:02.708378+05:30,zero,systemd-logind,1105,New session c1 of user lightdm.
2025-06-09T19:54:02.728988+05:30,zero,systemd,-,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by lightdm(uid=0)
2025-06-09T19:54:02.992902+05:30,zero,lightdm,-,gkr-pam: couldn't unlock the login keyring.
2025-06-09T19:54:02.993009+05:30,zero,lightdm,-,pam_kwallet5(lightdm-greeter:session): pam_kwallet5: pam_sm_open_session
2025-06-09T19:54:02.993036+05:30,zero,lightdm,-,pam_kwallet5(lightdm-greeter:session): pam_kwallet5: open_session called without kwallet5_key
2025-06-09T19:54:04.474569+05:30,zero,lightdm,-,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""zero"""
2025-06-09T19:54:08.287499+05:30,zero,lightdm,-,gkr-pam: unable to locate daemon control file
2025-06-09T19:54:08.287753+05:30,zero,lightdm,-,gkr-pam: stashed password to try later in open session
2025-06-09T19:54:08.287849+05:30,zero,lightdm,-,pam_kwallet5(lightdm:auth): pam_kwallet5: pam_sm_authenticate
2025-06-09T19:54:08.324024+05:30,zero,lightdm,-,pam_kwallet5(lightdm:setcred): pam_kwallet5: pam_sm_setcred
2025-06-09T19:54:08.326807+05:30,zero,lightdm,-,pam_unix(lightdm:session): session opened for user zero(uid=1000) by (uid=0)
2025-06-09T19:54:08.332767+05:30,zero,systemd-logind,1105,Removed session c1.
