source_ip,user,event_type,timestamp,attempts_in_30s,unique_users_in_30s,invalid_user,success_after_fail,bruteforce
10.0.155.233,guest,failed,2025-06-20 19:27:02.432836,5,2,0,0,1
192.168.199.108,bob,failed,2025-06-20 19:08:24.292219,1,1,0,0,0
10.0.139.206,root,failed,2025-06-20 19:37:54.374972,12,5,1,0,1
192.168.22.70,admin,success,2025-06-20 19:20:30.358978,1,1,0,1,0
192.168.176.29,admin,success,2025-06-20 19:26:43.346230,1,1,0,1,0
192.168.95.195,bob,success,2025-06-20 19:33:13.286220,2,1,0,1,0
192.168.35.179,alice,failed,2025-06-20 19:07:35.333634,1,1,0,0,0
192.168.122.196,bob,success,2025-06-20 19:55:02.357512,1,1,0,1,0
192.168.175.125,admin,success,2025-06-20 19:44:52.329686,4,1,0,1,0
192.168.217.129,alice,failed,2025-06-20 19:51:52.354716,1,1,0,0,0
10.0.25.185,admin,failed,2025-06-20 19:32:41.367415,16,2,1,0,1
192.168.118.172,charlie,success,2025-06-20 19:45:46.320419,1,1,0,1,0
10.0.228.169,guest,failed,2025-06-20 19:10:53.406974,8,6,0,0,1
10.0.94.206,admin,success,2025-06-20 19:14:14.382899,5,4,1,1,1
10.0.210.157,test,failed,2025-06-20 19:32:30.367241,12,2,0,0,1
192.168.23.110,alice,success,2025-06-20 19:47:13.304793,1,1,0,1,0
192.168.42.155,alice,success,2025-06-20 19:49:29.294168,5,3,0,1,0
10.0.51.38,user,failed,2025-06-20 19:10:21.433186,12,2,1,0,1
192.168.105.86,admin,success,2025-06-20 19:23:37.304554,4,1,0,1,0
192.168.254.70,bob,success,2025-06-20 19:44:17.330615,4,1,0,1,0
10.0.188.83,user,failed,2025-06-20 19:43:51.403414,13,6,1,0,1
192.168.117.113,admin,success,2025-06-20 19:02:24.348546,1,1,1,1,0
192.168.237.217,charlie,failed,2025-06-20 18:57:28.324743,1,1,0,0,0
192.168.173.227,charlie,success,2025-06-20 18:57:09.353266,1,1,0,1,0
192.168.231.38,alice,success,2025-06-20 19:53:22.289445,1,1,0,1,0
10.0.213.43,guest,success,2025-06-20 19:52:33.406900,8,2,1,1,1
10.0.46.225,root,failed,2025-06-20 19:39:15.400737,17,5,1,0,1
192.168.155.37,alice,failed,2025-06-20 19:05:00.304254,2,1,0,0,0
10.0.4.216,test,failed,2025-06-20 19:07:31.394803,13,6,1,0,1
192.168.2.144,alice,success,2025-06-20 19:37:47.301246,4,1,0,1,0
192.168.228.138,admin,failed,2025-06-20 19:41:02.354861,2,1,0,0,0
10.0.36.46,test,failed,2025-06-20 19:48:50.416990,6,2,1,0,1
10.0.147.32,guest,failed,2025-06-20 19:03:25.379639,13,7,0,0,1
10.0.133.253,guest,failed,2025-06-20 19:15:46.413613,16,3,1,0,1
10.0.71.158,guest,success,2025-06-20 19:52:23.375179,3,3,0,1,1
192.168.181.237,bob,success,2025-06-20 19:50:34.312997,2,2,0,1,0
10.0.171.89,root,failed,2025-06-20 19:02:35.396432,8,2,0,0,1
192.168.229.207,charlie,success,2025-06-20 19:00:23.337239,1,1,0,1,0
10.0.5.218,admin,failed,2025-06-20 19:07:31.407888,6,2,1,0,1
10.0.139.54,user,success,2025-06-20 19:48:40.368060,4,4,0,1,1
10.0.223.11,test,failed,2025-06-20 19:42:40.437407,15,3,1,0,1
10.0.90.58,guest,failed,2025-06-20 18:59:12.425406,11,7,0,0,1
192.168.132.117,charlie,success,2025-06-20 19:43:27.360717,2,1,0,1,0
10.0.151.11,admin,failed,2025-06-20 19:53:32.399280,5,3,1,0,1
192.168.1.241,charlie,failed,2025-06-20 19:16:47.293203,6,1,0,0,0
10.0.219.17,user,failed,2025-06-20 19:42:45.397440,7,4,1,0,1
10.0.12.74,test,success,2025-06-20 19:32:33.395016,13,3,1,1,1
192.168.36.24,alice,failed,2025-06-20 19:16:12.314722,3,1,0,0,0
10.0.181.198,admin,success,2025-06-20 19:05:50.390823,8,3,1,1,1
10.0.40.127,root,failed,2025-06-20 19:43:13.365537,3,3,1,0,1
192.168.229.96,charlie,success,2025-06-20 19:27:44.343340,1,1,0,1,0
192.168.240.186,admin,success,2025-06-20 19:03:59.310273,4,1,0,1,0
10.0.205.110,test,failed,2025-06-20 19:43:09.408041,8,3,1,0,1
192.168.242.232,admin,failed,2025-06-20 18:57:42.345874,1,1,0,0,0
192.168.224.212,bob,success,2025-06-20 19:48:48.313529,2,1,0,1,0
10.0.56.235,root,failed,2025-06-20 19:40:00.423114,3,3,1,0,1
192.168.180.109,alice,failed,2025-06-20 19:04:02.289352,3,3,0,0,0
192.168.158.222,admin,failed,2025-06-20 19:53:03.350931,3,1,0,0,0
10.0.180.73,guest,failed,2025-06-20 19:45:41.397148,9,2,0,0,1
10.0.139.108,user,failed,2025-06-20 19:43:00.402425,4,4,1,0,1
10.0.223.77,test,failed,2025-06-20 19:19:53.413232,17,4,0,0,1
10.0.242.148,test,failed,2025-06-20 19:20:26.396510,11,4,0,0,1
10.0.235.205,user,failed,2025-06-20 19:00:08.421326,9,2,0,0,1
192.168.77.244,alice,success,2025-06-20 19:10:51.322618,1,1,0,1,0
192.168.222.79,charlie,success,2025-06-20 19:11:31.306954,1,1,0,1,0
10.0.178.248,admin,failed,2025-06-20 19:55:02.409885,3,3,1,0,1
10.0.225.200,admin,failed,2025-06-20 19:21:10.402519,7,3,1,0,1
10.0.11.245,user,failed,2025-06-20 19:46:38.416088,12,5,1,0,1
192.168.27.60,admin,success,2025-06-20 19:35:26.301046,4,1,1,1,0
192.168.165.85,alice,success,2025-06-20 19:18:54.308145,1,1,0,1,0
10.0.211.102,guest,failed,2025-06-20 19:51:31.429197,14,3,0,0,1
10.0.136.96,test,failed,2025-06-20 19:18:06.424202,11,2,0,0,1
192.168.24.129,bob,failed,2025-06-20 19:39:54.335249,1,1,0,0,0
10.0.12.33,root,failed,2025-06-20 19:28:32.378853,11,4,0,0,1
10.0.125.129,test,success,2025-06-20 19:33:25.398572,17,5,1,1,1
10.0.62.52,guest,failed,2025-06-20 19:00:05.433476,16,2,1,0,1
192.168.232.202,charlie,failed,2025-06-20 19:22:53.355390,2,2,0,0,0
192.168.33.250,bob,success,2025-06-20 19:51:58.361138,1,1,0,1,0
192.168.253.164,admin,success,2025-06-20 19:05:33.318785,4,4,0,1,0
10.0.184.49,test,failed,2025-06-20 19:14:48.388717,8,5,1,0,1
192.168.28.169,alice,success,2025-06-20 19:05:23.303665,2,1,0,1,0
192.168.22.18,alice,success,2025-06-20 19:08:33.352558,4,2,0,1,0
192.168.67.55,alice,failed,2025-06-20 19:00:31.333064,1,1,1,0,0
192.168.90.223,admin,success,2025-06-20 19:55:39.304968,1,1,0,1,0
192.168.22.229,alice,failed,2025-06-20 19:05:57.332429,5,1,0,0,0
192.168.251.165,admin,success,2025-06-20 19:47:46.327709,1,1,0,1,0
192.168.149.148,alice,success,2025-06-20 19:28:38.344508,1,1,0,1,0
10.0.37.95,user,failed,2025-06-20 19:33:15.392583,13,4,1,0,1
10.0.118.178,root,failed,2025-06-20 19:18:56.364579,14,6,0,0,1
10.0.234.63,admin,failed,2025-06-20 19:07:37.420644,10,2,1,0,1
192.168.163.83,charlie,success,2025-06-20 19:14:13.343649,3,2,0,1,0
192.168.61.119,alice,success,2025-06-20 19:14:39.314626,1,1,1,1,0
10.0.191.167,guest,failed,2025-06-20 18:57:10.369129,10,3,0,0,1
192.168.17.97,bob,failed,2025-06-20 19:42:36.359695,1,1,0,0,0
192.168.8.154,bob,success,2025-06-20 19:42:45.312334,4,2,0,1,0
10.0.10.113,test,failed,2025-06-20 19:44:48.406686,4,2,1,0,1
10.0.249.7,admin,failed,2025-06-20 19:09:54.423629,10,2,1,0,1
10.0.179.159,user,failed,2025-06-20 19:09:13.364211,12,5,0,0,1
10.0.129.23,admin,failed,2025-06-20 19:25:53.369420,14,6,1,0,1
192.168.163.170,admin,success,2025-06-20 19:41:24.323821,1,1,0,1,0
192.168.71.211,alice,success,2025-06-20 19:05:11.315690,2,1,0,1,0
10.0.221.16,user,failed,2025-06-20 19:21:12.401761,13,3,1,0,1
192.168.189.11,admin,success,2025-06-20 19:26:21.321503,1,1,0,1,0
192.168.195.237,admin,success,2025-06-20 19:22:26.353057,1,1,0,1,0
10.0.146.186,guest,failed,2025-06-20 19:02:23.375972,3,3,1,0,1
192.168.210.147,alice,success,2025-06-20 19:04:57.313371,4,1,0,1,0
10.0.31.254,test,failed,2025-06-20 19:01:37.430028,10,4,1,0,1
10.0.163.229,test,failed,2025-06-20 19:02:45.428073,13,4,1,0,1
192.168.8.116,alice,success,2025-06-20 19:21:00.342520,1,1,0,1,0
192.168.157.50,admin,success,2025-06-20 19:03:42.326633,5,2,0,1,0
192.168.213.146,admin,success,2025-06-20 19:06:34.346958,1,1,0,1,0
10.0.29.1,test,failed,2025-06-20 18:59:24.378133,10,3,1,0,1
10.0.202.1,user,failed,2025-06-20 19:37:33.436772,7,6,0,0,1
10.0.55.113,root,failed,2025-06-20 19:53:30.431173,7,4,1,0,1
10.0.213.198,test,failed,2025-06-20 19:45:59.413831,4,2,1,0,1
10.0.164.218,root,failed,2025-06-20 19:45:43.401608,8,2,1,0,1
10.0.163.116,test,failed,2025-06-20 19:48:55.384533,13,5,0,0,1
192.168.197.138,alice,success,2025-06-20 19:41:35.308851,1,1,0,1,0
10.0.33.44,admin,failed,2025-06-20 19:07:04.411322,5,2,1,0,1
192.168.41.149,charlie,failed,2025-06-20 18:56:47.351285,5,1,0,0,0
10.0.224.235,root,failed,2025-06-20 19:52:40.403269,9,2,1,0,1
192.168.1.242,admin,success,2025-06-20 19:19:04.326703,1,1,0,1,0
192.168.212.188,charlie,success,2025-06-20 19:18:06.335464,3,3,0,1,0
10.0.149.2,guest,failed,2025-06-20 19:31:14.380699,12,2,0,0,1
192.168.251.175,charlie,success,2025-06-20 19:33:34.303205,4,1,0,1,0
192.168.57.166,alice,failed,2025-06-20 19:49:43.293879,1,1,0,0,0
10.0.130.141,test,failed,2025-06-20 19:31:59.413686,8,2,1,0,1
192.168.218.137,admin,success,2025-06-20 19:34:56.357872,3,2,0,1,0
192.168.227.250,alice,success,2025-06-20 19:21:03.332859,1,1,0,1,0
10.0.195.64,root,failed,2025-06-20 19:27:42.374901,3,3,1,0,1
192.168.33.152,admin,success,2025-06-20 19:06:55.308951,2,2,0,1,0
192.168.156.171,admin,success,2025-06-20 19:19:21.295072,6,3,0,1,0
192.168.44.141,bob,success,2025-06-20 19:18:59.328403,1,1,0,1,0
10.0.68.229,admin,failed,2025-06-20 19:54:39.411870,5,2,1,0,1
192.168.250.180,charlie,success,2025-06-20 19:16:09.330462,1,1,0,1,0
10.0.247.235,admin,failed,2025-06-20 19:10:48.409321,11,6,0,0,1
192.168.7.97,admin,success,2025-06-20 19:08:11.336687,2,1,0,1,0
192.168.50.48,alice,success,2025-06-20 19:54:34.349251,4,3,0,1,0
192.168.119.106,alice,success,2025-06-20 19:10:31.293036,3,3,0,1,0
10.0.42.108,test,success,2025-06-20 19:38:15.373903,8,5,1,1,1
10.0.164.182,user,failed,2025-06-20 19:23:32.435437,3,2,1,0,1
10.0.133.195,test,success,2025-06-20 19:08:09.395809,14,3,1,1,1
10.0.104.99,admin,failed,2025-06-20 19:23:23.416009,18,6,0,0,1
10.0.124.7,root,success,2025-06-20 19:28:50.379493,10,2,0,1,1
192.168.75.254,charlie,success,2025-06-20 18:57:53.301147,2,2,0,1,0
10.0.142.229,user,failed,2025-06-20 19:48:27.418957,5,5,1,0,1
10.0.189.13,admin,failed,2025-06-20 19:38:47.370337,6,2,0,0,1
192.168.91.196,bob,success,2025-06-20 19:07:17.337308,3,1,0,1,0
10.0.125.78,guest,failed,2025-06-20 19:01:15.434819,14,4,0,0,1
10.0.202.169,guest,failed,2025-06-20 19:00:49.424592,10,5,1,0,1
192.168.245.63,charlie,success,2025-06-20 19:34:29.317403,5,1,0,1,0
10.0.122.111,user,failed,2025-06-20 19:54:01.385325,15,5,0,0,1
192.168.173.1,bob,success,2025-06-20 19:11:50.345483,1,1,1,1,0
10.0.151.44,test,failed,2025-06-20 19:00:42.386838,5,2,1,0,1
192.168.229.166,bob,failed,2025-06-20 19:18:16.352181,1,1,1,0,0
10.0.120.5,user,failed,2025-06-20 19:36:21.410261,6,4,0,0,1
10.0.62.120,root,failed,2025-06-20 19:43:05.382050,15,2,0,0,1
192.168.186.133,charlie,success,2025-06-20 19:26:00.345720,2,1,1,1,0
10.0.84.41,root,success,2025-06-20 19:27:24.423034,7,4,0,1,1
10.0.250.49,root,failed,2025-06-20 19:04:28.376319,10,4,0,0,1
192.168.217.194,alice,success,2025-06-20 18:57:03.347308,1,1,0,1,0
192.168.13.92,alice,success,2025-06-20 19:25:35.339855,3,1,0,1,0
10.0.75.155,admin,failed,2025-06-20 19:45:00.437684,10,6,1,0,1
10.0.227.121,root,success,2025-06-20 19:30:10.410802,10,2,1,1,1
10.0.194.109,guest,failed,2025-06-20 19:00:49.375760,11,2,1,0,1
10.0.133.196,test,failed,2025-06-20 18:57:56.378277,6,3,0,0,1
192.168.24.0,bob,success,2025-06-20 19:28:57.331805,1,1,0,1,0
192.168.72.173,admin,success,2025-06-20 19:32:22.306055,2,1,0,1,0
10.0.4.122,test,failed,2025-06-20 19:07:26.389874,12,2,1,0,1
192.168.157.104,charlie,success,2025-06-20 18:58:38.303020,2,1,0,1,0
192.168.42.97,alice,success,2025-06-20 19:23:03.287773,2,1,0,1,0
192.168.196.239,alice,success,2025-06-20 19:12:49.321344,5,2,0,1,0
10.0.144.38,test,failed,2025-06-20 19:30:41.369277,12,6,1,0,1
192.168.170.12,admin,failed,2025-06-20 19:22:51.350790,3,3,0,0,0
192.168.170.150,bob,success,2025-06-20 19:22:13.338375,2,1,0,1,0
10.0.213.149,user,failed,2025-06-20 19:51:24.402132,8,5,1,0,1
10.0.48.121,root,failed,2025-06-20 19:18:50.427974,11,4,0,0,1
192.168.126.37,alice,success,2025-06-20 19:07:48.326394,3,1,0,1,0
192.168.84.105,admin,success,2025-06-20 19:16:04.298003,2,1,0,1,0
192.168.105.248,bob,success,2025-06-20 19:34:11.340449,1,1,0,1,0
192.168.143.239,charlie,success,2025-06-20 19:16:02.317657,4,1,1,1,0
192.168.55.208,bob,success,2025-06-20 19:18:49.303521,1,1,0,1,0
10.0.235.154,admin,failed,2025-06-20 19:36:30.396363,6,2,0,0,1
10.0.14.86,root,failed,2025-06-20 19:24:04.386117,3,3,1,0,1
10.0.222.212,guest,failed,2025-06-20 19:55:08.366169,7,4,1,0,1
192.168.16.98,admin,success,2025-06-20 19:37:04.285796,4,2,0,1,0
10.0.121.1,root,failed,2025-06-20 19:42:19.418883,4,4,1,0,1
192.168.26.240,bob,success,2025-06-20 19:14:27.288846,3,3,0,1,0
192.168.118.115,alice,success,2025-06-20 19:00:17.307560,1,1,0,1,0
192.168.114.137,admin,success,2025-06-20 19:19:57.299102,1,1,0,1,0
192.168.98.112,admin,success,2025-06-20 19:07:45.338983,1,1,0,1,0
10.0.108.88,admin,failed,2025-06-20 19:10:04.422743,11,2,1,0,1
10.0.38.87,user,failed,2025-06-20 19:41:14.371762,9,4,1,0,1
192.168.93.101,charlie,success,2025-06-20 19:40:44.312481,1,1,0,1,0
192.168.74.10,charlie,success,2025-06-20 19:45:09.317813,4,1,0,1,0
10.0.83.142,root,failed,2025-06-20 19:50:29.379709,11,2,0,0,1
192.168.42.66,bob,success,2025-06-20 19:31:40.356497,2,1,0,1,0
192.168.120.200,charlie,success,2025-06-20 19:19:30.299721,1,1,0,1,0
192.168.67.89,alice,failed,2025-06-20 19:26:22.330177,1,1,0,0,0
10.0.88.175,test,failed,2025-06-20 19:20:39.371441,10,3,0,0,1
10.0.14.60,guest,failed,2025-06-20 19:52:19.422673,18,2,1,0,1
10.0.222.125,root,failed,2025-06-20 19:09:32.433705,3,3,1,0,1
192.168.156.219,admin,success,2025-06-20 19:52:51.319076,1,1,0,1,0
192.168.142.63,alice,success,2025-06-20 19:27:33.292294,4,1,0,1,0
10.0.26.161,user,failed,2025-06-20 19:24:46.410410,8,2,0,0,1
192.168.95.203,charlie,success,2025-06-20 19:34:28.315807,1,1,0,1,0
10.0.62.108,admin,failed,2025-06-20 19:37:45.433983,3,2,0,0,1
192.168.222.86,alice,success,2025-06-20 19:28:22.302122,2,2,0,1,0
10.0.249.27,guest,failed,2025-06-20 19:38:01.412019,8,3,0,0,1
10.0.127.59,admin,failed,2025-06-20 18:58:25.398176,7,3,1,0,1
10.0.216.254,user,failed,2025-06-20 19:15:06.420242,8,2,1,0,1
192.168.75.82,alice,success,2025-06-20 19:01:51.311730,1,1,1,1,0
10.0.2.196,user,failed,2025-06-20 19:50:52.363579,13,3,1,0,1
192.168.191.100,charlie,success,2025-06-20 19:39:41.353196,1,1,0,1,0
10.0.237.22,guest,failed,2025-06-20 19:15:46.387191,11,2,0,0,1
192.168.11.207,alice,failed,2025-06-20 18:57:56.328265,1,1,0,0,0
192.168.49.224,bob,failed,2025-06-20 19:53:32.342435,2,1,0,0,0
10.0.118.124,guest,failed,2025-06-20 19:26:10.401380,12,2,1,0,1
192.168.172.127,bob,failed,2025-06-20 19:39:38.327281,1,1,0,0,0
192.168.187.226,alice,success,2025-06-20 19:46:03.354624,1,1,0,1,0
10.0.44.165,guest,failed,2025-06-20 19:44:31.390752,10,5,1,0,1
192.168.235.32,alice,success,2025-06-20 19:23:17.293534,1,1,0,1,0
192.168.216.116,charlie,success,2025-06-20 19:34:38.348903,1,1,0,1,0
10.0.109.185,user,failed,2025-06-20 19:17:39.433914,14,2,1,0,1
192.168.165.43,charlie,success,2025-06-20 19:20:48.347379,2,1,0,1,0
10.0.163.31,root,failed,2025-06-20 19:02:17.384313,7,7,1,0,1
10.0.124.198,user,failed,2025-06-20 19:01:45.361935,10,7,1,0,1
192.168.39.19,charlie,failed,2025-06-20 19:54:02.308771,3,2,0,0,0
10.0.164.76,root,failed,2025-06-20 19:46:17.368907,7,4,1,0,1
192.168.30.191,admin,success,2025-06-20 19:12:57.322700,3,3,0,1,0
10.0.229.74,guest,failed,2025-06-20 19:41:55.392870,10,2,0,0,1
10.0.56.155,root,failed,2025-06-20 18:57:17.367032,4,3,0,0,1
192.168.13.221,charlie,failed,2025-06-20 18:57:03.329548,4,3,0,0,0
192.168.99.220,admin,failed,2025-06-20 19:21:20.332927,1,1,0,0,0
10.0.219.49,user,failed,2025-06-20 18:58:58.430325,11,6,1,0,1
10.0.121.35,admin,failed,2025-06-20 19:34:19.381123,17,5,1,0,1
192.168.51.209,admin,failed,2025-06-20 19:20:16.290316,4,1,0,0,0
10.0.185.42,root,failed,2025-06-20 19:24:46.431844,3,2,1,0,1
192.168.187.124,alice,success,2025-06-20 19:48:19.286431,1,1,1,1,0
10.0.216.111,user,failed,2025-06-20 19:18:09.401091,15,3,0,0,1
10.0.72.166,guest,failed,2025-06-20 19:51:36.364003,17,5,1,0,1
10.0.239.210,admin,failed,2025-06-20 19:16:42.402976,12,2,1,0,1
192.168.60.199,charlie,failed,2025-06-20 19:21:07.312263,2,1,0,0,0
192.168.29.139,bob,failed,2025-06-20 19:40:36.297238,2,1,0,0,0
192.168.135.105,bob,success,2025-06-20 19:08:00.300324,2,1,0,1,0
10.0.176.152,admin,failed,2025-06-20 19:21:45.365427,14,5,1,0,1
10.0.148.83,user,failed,2025-06-20 19:09:58.388271,13,6,1,0,1
10.0.252.43,user,failed,2025-06-20 18:56:30.435934,13,3,1,0,1
192.168.1.136,admin,failed,2025-06-20 18:57:12.323890,2,1,0,0,0
10.0.91.170,root,failed,2025-06-20 19:53:12.408113,13,2,0,0,1
10.0.191.53,user,failed,2025-06-20 19:44:07.435864,4,3,0,0,1
10.0.247.136,user,failed,2025-06-20 19:36:24.435655,11,6,0,0,1
192.168.191.38,admin,failed,2025-06-20 19:38:27.332361,1,1,0,0,0
192.168.188.86,charlie,success,2025-06-20 19:35:09.319005,2,1,0,1,0
10.0.93.249,admin,failed,2025-06-20 19:19:31.397757,11,2,1,0,1
192.168.224.248,charlie,success,2025-06-20 19:32:38.301951,1,1,0,1,0
10.0.192.6,admin,failed,2025-06-20 19:54:13.433405,17,4,1,0,1
10.0.190.208,root,failed,2025-06-20 19:11:34.395878,8,2,1,0,1
192.168.191.199,charlie,failed,2025-06-20 19:46:26.333777,3,1,1,0,0
10.0.100.122,root,failed,2025-06-20 19:27:17.389565,8,4,1,0,1
10.0.244.216,user,success,2025-06-20 19:38:04.383686,13,2,0,1,1
192.168.2.117,alice,success,2025-06-20 19:01:24.288541,3,1,0,1,0
192.168.173.98,charlie,success,2025-06-20 19:13:36.308227,3,1,0,1,0
10.0.114.19,test,failed,2025-06-20 19:42:36.414665,14,2,0,0,1
192.168.63.170,alice,failed,2025-06-20 19:20:32.289787,2,2,0,0,0
192.168.175.59,charlie,success,2025-06-20 19:50:10.297166,4,1,0,1,0
10.0.105.237,guest,failed,2025-06-20 19:35:44.381766,11,5,1,0,1
10.0.64.129,guest,failed,2025-06-20 19:22:24.405598,6,2,1,0,1
10.0.3.72,test,failed,2025-06-20 19:20:23.393587,11,5,1,0,1
10.0.6.72,root,failed,2025-06-20 19:23:18.407198,6,2,0,0,1
192.168.23.187,admin,failed,2025-06-20 19:39:44.331032,1,1,0,0,0
192.168.21.195,bob,failed,2025-06-20 19:15:01.309689,2,1,0,0,0
192.168.137.114,bob,success,2025-06-20 19:25:12.287396,2,1,0,1,0
10.0.78.253,test,failed,2025-06-20 19:17:06.415332,6,2,1,0,1
10.0.240.134,guest,failed,2025-06-20 19:26:00.424060,12,3,1,0,1
192.168.47.239,charlie,failed,2025-06-20 19:56:15.318642,2,2,0,0,0
192.168.157.35,bob,failed,2025-06-20 19:51:56.330315,3,1,0,0,0
192.168.205.171,bob,success,2025-06-20 19:14:36.290119,5,3,0,1,0
10.0.117.56,root,failed,2025-06-20 19:41:19.432325,13,2,1,0,1
10.0.116.244,admin,failed,2025-06-20 19:38:37.392223,13,5,0,0,1
192.168.98.1,alice,success,2025-06-20 19:32:50.345270,4,1,0,1,0
10.0.43.64,root,failed,2025-06-20 19:37:21.432606,10,5,1,0,1
10.0.243.40,user,failed,2025-06-20 19:33:58.374552,11,4,1,0,1
10.0.233.113,test,failed,2025-06-20 19:03:27.384963,16,3,1,0,1
192.168.133.220,admin,success,2025-06-20 19:52:49.357019,1,1,0,1,0
192.168.82.125,alice,success,2025-06-20 19:04:02.286290,1,1,0,1,0
10.0.185.8,test,failed,2025-06-20 19:37:04.368198,13,2,0,0,1
10.0.116.160,test,failed,2025-06-20 19:36:57.407422,13,7,0,0,1
10.0.245.159,guest,failed,2025-06-20 19:31:29.378564,3,2,1,0,1
192.168.105.244,charlie,success,2025-06-20 19:31:39.359772,4,3,0,1,0
10.0.226.26,admin,failed,2025-06-20 19:50:29.367715,18,3,0,0,1
192.168.58.91,admin,success,2025-06-20 19:25:52.325284,5,2,0,1,0
10.0.60.153,root,failed,2025-06-20 19:49:10.402055,12,2,0,0,1
10.0.129.16,test,failed,2025-06-20 19:25:07.403341,5,5,1,0,1
10.0.79.149,guest,failed,2025-06-20 19:49:20.422408,14,3,1,0,1
10.0.202.240,test,failed,2025-06-20 19:27:13.403807,14,3,0,0,1
192.168.86.204,alice,success,2025-06-20 19:13:22.287311,4,3,0,1,0
10.0.241.7,user,failed,2025-06-20 19:06:20.412854,10,6,0,0,1
192.168.64.6,alice,success,2025-06-20 19:12:01.297646,3,1,0,1,0
192.168.92.4,charlie,success,2025-06-20 19:17:29.308620,5,2,0,1,0
192.168.68.120,charlie,failed,2025-06-20 19:21:22.360928,3,1,1,0,0
192.168.59.204,admin,success,2025-06-20 19:39:23.328478,3,3,0,1,0
10.0.59.5,guest,failed,2025-06-20 19:48:12.432977,15,2,1,0,1
192.168.225.76,bob,success,2025-06-20 19:22:31.332152,1,1,0,1,0
10.0.205.164,test,failed,2025-06-20 19:18:27.407669,10,2,1,0,1
192.168.130.169,charlie,success,2025-06-20 19:34:43.343483,1,1,0,1,0
192.168.60.15,alice,success,2025-06-20 19:28:10.319461,3,1,0,1,0
192.168.145.89,charlie,failed,2025-06-20 19:37:08.330386,2,1,0,0,0
10.0.117.168,user,failed,2025-06-20 19:35:10.399728,11,3,1,0,1
192.168.107.76,admin,success,2025-06-20 19:49:49.326473,5,2,0,1,0
192.168.127.177,admin,success,2025-06-20 19:21:28.311590,1,1,0,1,0
10.0.212.180,guest,failed,2025-06-20 19:26:43.416619,7,2,0,0,1
192.168.18.115,admin,success,2025-06-20 19:42:49.313441,3,3,0,1,0
192.168.130.191,bob,success,2025-06-20 19:55:23.298891,1,1,0,1,0
10.0.152.167,root,failed,2025-06-20 19:48:56.370055,15,5,0,0,1
10.0.243.108,guest,failed,2025-06-20 19:27:14.417970,10,5,1,0,1
10.0.230.10,admin,failed,2025-06-20 19:42:41.393014,3,3,1,0,1
192.168.178.169,admin,success,2025-06-20 19:05:12.308377,2,1,0,1,0
10.0.43.19,root,failed,2025-06-20 19:42:38.430980,10,3,1,0,1
192.168.133.95,alice,success,2025-06-20 18:59:31.349112,3,1,0,1,0
192.168.170.90,bob,success,2025-06-20 19:40:34.327639,1,1,0,1,0
10.0.212.194,test,success,2025-06-20 19:31:41.406289,10,7,0,1,1
192.168.173.200,admin,failed,2025-06-20 18:58:46.312187,1,1,0,0,0
10.0.205.175,admin,failed,2025-06-20 19:37:54.433558,12,2,0,0,1
10.0.126.151,user,failed,2025-06-20 19:38:30.399139,10,2,1,0,1
192.168.242.191,bob,failed,2025-06-20 19:30:27.360061,4,1,0,0,0
192.168.29.248,admin,success,2025-06-20 19:55:26.298143,3,1,0,1,0
192.168.131.225,admin,success,2025-06-20 19:28:12.322931,3,1,0,1,0
